FullName,SSN,DOB,Has_Voted
Lars Hurley,662-58-7216,9/20/2001,false
Filbert Hark,899-90-9086,7/15/2004,true
Ashil Abdie,105-26-4088,3/8/1964,false
Jonathon Goodinge,592-62-4517,8/5/2018,true
Don Robelet,165-93-6635,1/1/1948,true
Fionnula Verryan,257-02-8420,3/3/2005,true
Petra Abley,572-54-7552,4/14/1973,true
Iolanthe Woodwin,888-63-8843,3/18/1938,false
Cosette Gascard,714-19-4292,9/4/1997,false
Eartha Ramalho,420-52-8236,1/3/1931,false
Tull Badcock,555-73-8036,1/25/1947,true
Emelia Demonge,618-38-1625,10/31/1965,true
Marv Griniov,497-17-5717,2/23/1991,true
Hebert Selway,839-38-0621,12/9/2007,true
Sinclair Barens,531-89-0129,5/10/1984,true
Tomasina Pyett,194-29-5889,4/23/2001,false
Cinda McLanaghan,232-15-9166,8/15/1981,true
Bertrando Levesley,592-98-6051,10/13/1987,false
Fairleigh Planke,718-66-1523,4/4/1940,false
Berry Joreau,611-04-4104,7/14/1981,true
Angelita Entreis,896-61-2644,11/29/1951,true
Joyann Mityakov,800-89-2249,12/11/1953,false
Aura Dettmar,324-54-9352,8/17/1932,true
Marji Burgon,332-60-7865,11/15/2006,false
Marrissa Peffer,852-41-8533,1/31/2008,false
Pietro Bradborne,172-92-6768,6/11/1980,false
Ludovika Canape,564-62-0403,12/2/1994,false
Nelie Sowerbutts,146-48-1896,11/26/1979,false
Nolly Seakin,364-72-7115,4/24/1938,false
Oralie McDermid,696-81-9018,9/10/1983,true
Arlana Hefferon,594-19-2601,10/15/1948,true
Donnie Melross,224-46-1407,10/27/1985,false
Phaidra Isacke,415-78-4968,12/23/2008,true
Dru Klouz,806-87-7759,10/30/1999,false
Alain Dank,217-93-2274,8/4/1948,false
Edan Daviddi,375-06-6148,5/28/1982,true
Stacy Keady,643-66-8234,12/3/2003,true
Waneta Linge,230-17-5737,5/22/1933,true
Patrick Strangeways,548-10-3587,10/31/1957,false
Britta Hempshall,881-31-8180,12/11/1941,true
Thorndike Quincee,259-73-3211,7/2/1978,false
Elly Donnett,282-29-6338,11/22/1965,false
Rennie Beange,537-96-5605,9/15/1932,true
Domingo Scholes,799-08-2046,7/5/2005,false
Lothaire Keynes,389-20-7440,5/12/1955,true
Dacia Scoggans,205-95-5615,5/6/1983,true
Datha Shiel,210-43-3025,7/26/2005,false
Aubrey Meneyer,824-39-2987,7/3/1999,false
Brit Toffoletto,357-37-8536,10/24/1964,true
Lorne Dibbe,483-81-4958,11/28/1935,false
Mireielle Walsham,574-37-5613,6/16/1951,false
Georgeta Brend,200-68-4813,7/17/1936,true
Elizabeth Mc Meekin,837-60-5973,1/29/1959,false
Dana Tewkesbury,528-07-1890,12/3/1932,true
Alyson McKernon,190-71-4296,12/17/1995,true
Orly Bresnen,332-10-1166,6/18/1957,false
Celina Knapton,645-30-5350,4/3/2008,true
Amery Matthew,405-24-6601,8/14/1967,true
Trevar MacAirt,310-11-7740,1/10/1980,false
Ange Patriche,440-82-7041,10/27/1993,true
Harbert Peteri,418-14-3030,12/2/1985,false
Darbie Newlove,150-20-9285,3/7/1941,false
Novelia Cust,639-06-8471,12/21/2011,false
Park Lyne,284-15-4151,9/24/1991,true
Mariette Wymer,398-05-4387,6/28/1934,false
Percival Brewis,711-11-5913,2/8/1999,false
Othelia Eckhard,510-62-6467,7/24/1993,false
Darsey Browne,870-30-5264,9/5/1939,false
Fayina Barwis,322-41-6072,11/2/1940,false
Petronilla Gorner,870-99-0187,11/17/1986,true
Modesty Mandrey,490-84-9465,5/5/1960,false
Caleb Mocker,192-95-6365,6/17/1953,false
Jay Arr,276-17-4747,7/7/2017,false
Coreen Laidlow,599-32-6879,11/30/1998,false
Minerva Couche,108-55-5805,11/20/2010,false
Noemi Choupin,460-20-3258,2/5/1979,true
Johann Rathke,205-08-3891,10/25/1991,true
Cally Gerrish,566-38-6767,10/10/2003,true
Lesya Rogeon,277-84-3542,11/8/2011,true
Ernest MacArthur,827-80-6699,10/21/1958,false
Harriett Perillo,508-26-7389,4/13/2007,false
Meredithe Ogilvy,498-12-4298,1/15/1963,true
Petronella Hayland,572-16-6169,5/1/2003,false
Celestia Bygrove,894-49-3453,5/15/1953,true
Alphard Eliyahu,652-06-1705,3/8/1983,false
Seana McPaik,825-20-9411,1/22/1995,true
Dorris Croson,698-52-0236,3/2/1989,false
Tiffany Dallemore,654-41-2227,5/16/1978,true
Alon Arnold,403-10-9762,5/18/1948,true
Dorice Euler,792-70-8966,10/10/1988,false
Rockwell Faulder,455-40-4740,2/6/2017,false
Ash Merigeau,466-43-3439,6/4/1959,false
Meriel Domokos,535-20-2361,11/25/1974,false
Roman Zoanetti,601-47-2587,11/14/1997,false
Sada Sanday,894-98-9734,5/15/1987,true
Victoir Klishin,355-96-6444,6/28/1973,false
Parker Swannack,486-15-9766,9/9/1982,true
Viki Ibel,510-10-0976,8/10/1966,false
Gusty Bardnam,744-91-4662,11/28/1980,false
Tabatha Vennard,609-91-6237,2/21/1936,true
Guthry Batisse,597-79-9077,4/23/2006,false
Heinrik Tremolieres,473-47-2558,5/30/1941,true
Ellen Maundrell,494-86-0306,9/22/1975,true
Beulah MacNaughton,326-96-4397,1/18/1977,true
Shae Gostage,141-44-7857,4/15/1946,true
Vinita Debold,559-69-5372,10/17/1974,true
Rene Tinmouth,729-41-9771,7/14/1963,false
Robby Derycot,518-91-0344,3/10/1970,true
Filmer Nodin,781-88-6437,5/15/1981,true
Marilee Yosifov,340-40-2737,5/17/1981,true
Tiphanie Bulfoy,218-62-3674,1/17/2003,false
Elton Blazeby,413-14-5902,8/20/1991,false
Nealon Kingsman,205-64-1716,10/29/1952,true
Yard Mollin,697-55-8403,1/26/1936,false
Russ Maudett,591-36-7010,3/24/1961,false
Kurtis Cloake,628-50-4065,8/12/1945,false
Tristan Gallegos,396-52-8346,10/20/1977,true
Darb Elcoux,682-74-2791,10/30/2004,true
Selma Bromfield,222-07-9204,12/15/1969,false
Vanya O'Fairy,441-50-8914,12/23/1960,false
Melinda Gavan,492-55-6220,5/8/1955,false
Audrey Lumsdall,781-60-4227,6/20/1960,false
Rabbi Wisniowski,243-88-9606,4/14/1977,false
Abbe Pindar,350-55-0610,8/11/1967,false
Valeda Colrein,630-44-7088,5/28/1996,true
Ginny Maith,841-56-9672,6/26/2003,true
Annabelle Sloley,569-27-0304,5/12/2013,false
Guglielma Douce,630-01-8617,5/31/2012,false
Ambrosi Gilliam,710-26-2886,7/28/2015,true
Marius Tweed,128-03-8388,11/18/1977,false
Netti Bourton,604-41-8335,12/22/1956,false
Drucie Flieger,568-64-3904,11/16/1963,true
Marita Nurny,867-36-5066,5/2/2013,true
Elton Treat,465-99-4592,2/28/1944,false
Ambrosius Farland,727-02-0619,11/28/1949,false
Solly Springell,348-59-7504,3/20/2007,true
Ervin Muggleton,836-17-3799,5/17/2008,false
Sherrie Valadez,792-98-9033,12/14/2014,true
Noelle Padilla,337-97-6786,4/28/1963,true
Tarah Roman,877-49-9926,10/4/1939,true
Carola Bruneton,164-50-9012,2/12/2006,true
Sosanna Smiley,540-66-7435,8/11/1992,true
Bobina Farquhar,263-50-6121,6/28/1957,true
Karalee Nurny,770-38-2586,10/21/1937,false
Gwynne Maurice,708-08-2630,11/10/1931,false
Ottilie Langfitt,705-54-9869,9/2/1931,true
Byrle Beament,768-04-7850,8/28/1979,false
Tatiana Tilbey,528-76-8247,10/12/1998,false
Giovanna Bissill,233-81-6615,11/6/1983,true
Claudell Dummigan,592-50-3193,12/16/2000,true
Pandora Dowles,839-87-9455,5/18/1936,true
Chantal Chugg,721-73-0417,5/27/1988,false
Stacy Giorgiutti,654-29-0486,7/27/1938,true
Kirbie Eva,572-53-5664,6/30/1967,true
Sandye McAllaster,335-88-9795,11/5/1949,false
Genni Sleit,239-78-3296,1/3/2000,false
Wilbur Garmston,511-81-8962,12/1/1936,false
Frederic Osipov,506-71-5544,8/29/1994,false
Gelya Ware,570-17-0081,6/13/2005,true
Homere Crowd,279-33-5862,6/30/1936,false
Alys Raffeorty,795-89-3827,5/6/1981,false
Zulema Twiddy,234-48-7267,3/22/2011,true
Krishnah Shrimptone,586-82-7871,10/12/1958,false
Shelley Wannell,431-24-8062,6/29/1997,true
Bobbie Thorburn,545-60-4764,3/17/1991,true
Arluene Wanderschek,874-12-3640,12/9/1959,true
Timothea Mettricke,287-87-9715,8/25/1999,false
Adena Pow,556-68-0613,12/27/1973,false
Mirelle Anthiftle,242-80-6650,2/18/2011,false
Burgess Ansteys,504-35-3013,9/24/1957,true
Tobie Geraudel,565-29-9617,3/14/1985,false
Arabella Sterman,529-94-8958,3/15/1975,false
Chrystel Haliburn,657-06-9555,11/3/1967,true
Maurie Arkle,883-03-5124,10/29/2008,true
Arleyne Eloi,102-87-9820,9/7/1979,true
Abel Kinavan,549-74-4843,7/30/1982,true
Mose Fitzmaurice,827-95-9909,1/24/1991,false
Vevay Natwick,334-49-9373,7/30/1967,true
Lenci Petroulis,635-48-9606,3/12/1985,false
Corie Caughey,229-44-2376,7/31/2010,false
Saxon Wasling,255-62-6849,2/12/1998,true
Nealy Heijnen,390-88-6476,8/11/1951,true
Nanni Grantham,104-73-7643,3/11/2017,false
Dulcy Went,164-85-7874,3/17/1973,true
Sauveur Grigoire,359-29-1484,4/26/1965,true
Inger Passie,561-82-8594,4/16/2006,true
Hesther Vasiljevic,614-92-7308,1/28/2008,true
Giorgio Carswell,621-83-4689,10/22/2003,true
Regen Kraft,647-27-0125,9/29/2011,false
Reiko Curling,821-45-5876,4/25/1998,false
Estella Grelik,694-55-9439,8/2/2015,true
Maggie Echallier,193-26-9867,4/25/2001,true
Toma Schumacher,589-45-4800,11/12/2000,false
Drud Hartless,485-02-4132,9/3/1945,true
Alasteir McCullen,648-31-3888,4/30/1981,false
Roma Player,415-06-5901,10/27/2012,true
Lula Whitely,824-16-1823,2/17/1942,false
Dianna Duffrie,570-87-7711,3/1/1947,false
Far Keers,338-47-2148,4/29/1992,false
Robbin Hubball,562-09-8340,8/17/1931,false
Milton Rivallant,793-84-4604,2/27/1996,false
Carlen Popeley,801-85-1358,2/27/1998,true
Theodora Rice,173-11-3954,11/8/1973,true
Liesa Mardoll,675-21-3312,5/22/2001,true
Dur Stearley,623-91-3835,6/9/2000,false
Norina Brunner,241-64-9718,12/15/1959,true
Jerrine Cuncarr,677-85-6600,1/25/1949,false
Ortensia Rebert,759-11-9910,8/7/1992,true
Junie Ilyushkin,497-89-1928,7/4/1999,true
Kermy Patley,895-52-8686,5/24/1996,false
Kiley Mazzia,616-97-6887,5/13/1935,true
Wolf Skule,533-59-2187,5/10/1988,false
Aron Bricket,376-94-8434,6/2/1952,false
Hugues Authers,476-89-5477,9/23/1943,false
Susanne Leale,895-37-6130,9/14/1944,false
Les Ollet,604-67-2299,5/15/1976,true
Kali Olivetti,640-34-5095,6/18/2002,false
Marlene McAsgill,169-66-0026,6/29/2001,true
Wilek Maddigan,576-85-8816,6/4/1976,true
Antoine Haysar,541-52-3020,4/14/1978,true
Frannie Clear,251-47-0892,12/5/1951,false
Jemima Bambra,163-58-6008,6/11/1954,false
Rea Cruikshank,268-69-2601,2/12/1936,false
Martie Barnaclough,118-69-8441,9/9/1996,true
Kenny Patifield,348-84-9613,4/16/1941,false
Brit Saunter,112-64-4706,5/6/1967,false
Misty Moden,291-72-5226,1/4/2008,false
Carleton Dyneley,256-38-9454,10/27/1931,true
Ezri Pietrowicz,549-63-0370,11/11/1993,true
Thomasina Rodenhurst,851-85-8168,9/6/1931,true
Nicky Kennedy,200-77-6555,9/14/1973,false
Odelia Rippingale,878-42-7598,7/4/1977,false
Babara Adrian,438-77-1874,12/29/1934,false
Reta Petlyura,514-76-8401,2/20/1979,false
Tades McGovern,427-30-2510,8/10/1993,true
Tammie Hartland,136-68-3429,4/20/1977,false
Ddene Peaker,757-03-9745,5/29/1969,false
Agnola Hallsworth,186-30-6613,1/28/1959,true
Lizabeth Royson,767-53-7168,7/31/1989,false
Ceciley Stidworthy,144-50-7477,7/21/1999,true
Noami Bedminster,581-64-7421,6/11/1930,true
Husain Giacomo,331-90-2785,3/11/2016,true
Ambur McGall,421-60-5159,9/13/1932,true
Winnah Carlos,883-68-2270,2/27/1950,true
Pauletta Gregory,569-67-8993,10/7/2013,true
Juline Neames,391-29-7806,11/24/1984,false
Red Billiard,428-77-3726,4/30/2006,false
Darrin Senogles,215-59-1481,6/8/1982,false
Frank Filby,190-56-4411,12/14/1964,false
Maddalena Matuskiewicz,687-85-3366,11/4/1941,false
Si Spini,723-88-0444,6/16/2005,false
Ainslie Billett,261-76-7360,5/28/1989,false
Blaine Bartholomaus,510-86-1595,11/19/1946,true
Thorndike Revel,821-13-2707,4/18/1939,false
Sigfrid Droogan,871-42-9740,5/14/1992,false
Meara McRinn,685-52-0374,6/22/1937,true
Loydie Blaske,504-44-6140,1/5/1974,true
Lexine Buckeridge,165-01-9171,5/24/1979,false
Georgena Nannizzi,815-43-6921,5/1/1959,false
Joaquin Giacobazzi,502-75-7501,3/20/1963,true
Sarita O'Longain,303-14-2729,7/24/1933,false
Lorrie Dodwell,665-76-5862,6/23/1931,false
Damian Halksworth,870-63-1607,6/30/1984,true
Ariela Aldie,753-54-4491,10/1/1969,true
Tad Probbin,112-07-0895,2/8/1940,true
Loise Planks,434-65-4426,2/22/2002,true
Ardenia Benneton,844-37-2746,1/15/2013,true
Dorine Fullerd,602-63-4108,8/14/1966,true
Angelika Gauld,567-41-7563,2/24/1995,false
Gino Adamowicz,115-54-1321,10/19/1962,true
Dionne Bollon,643-72-4299,11/22/1983,false
Eugenius Vossgen,571-39-5019,5/12/1969,true
Griselda Pinnocke,505-66-7862,5/9/1966,false
Donall Litherland,260-22-5225,12/31/1960,false
Michell Inott,728-60-1229,1/29/2010,true
Conchita Chillcot,149-86-5377,11/20/1944,true
Murielle Jurca,763-85-7724,4/14/1932,false
Jamima Gallemore,111-77-4269,3/11/1938,true
Merrile Kermode,431-42-1729,7/26/1941,false
Marla Folonin,446-78-9999,11/25/1936,true
Norton Lehrmann,606-75-2806,12/20/1951,true
Rhett Jagger,111-30-6448,9/21/1970,false
Dalton Balazot,213-85-4972,10/5/1995,false
Harald Baum,669-47-6232,6/7/2017,false
Maury Ardern,748-36-7541,2/16/1964,true
Jarid Boutcher,888-05-6233,7/28/1999,true
Jody Ferroni,306-66-5994,6/10/1987,false
Hadley Carefull,664-64-4318,4/2/1970,true
Mattie Scanlon,584-09-8673,12/4/1952,false
Roda Broddle,613-72-7842,7/9/1935,false
Rebekkah Mathwin,382-35-7499,7/29/1978,true
Gibb Dymock,788-44-5724,1/27/2013,false
Sheridan Gravy,718-92-2365,10/2/1991,true
Yelena Kemble,402-96-0863,5/8/2004,false
Lenette Maffucci,410-69-8336,7/10/1991,false
Cyndi Rix,282-48-8354,3/10/1995,false
Livia Natt,721-39-2640,9/2/1953,false
Janina Ferrotti,383-97-7863,2/27/1998,true
Darla Dickey,215-76-6946,8/18/1967,true
Ginni Pell,870-96-6512,6/20/2016,true
Brucie Crumby,253-72-3821,9/24/1934,false
Kevyn Gothrup,347-70-7863,7/19/1940,true
Arni Jako,746-53-4284,7/1/1970,true
Edeline Meenan,294-95-3482,5/11/2017,true
Derek Siviour,138-68-6273,2/13/1946,false
Lorette Takis,377-84-8756,11/16/1983,false
Fanchon Jeffress,657-26-9971,8/25/2000,false
Aylmer Ferris,632-50-9066,3/12/1982,true
Natalee Maffey,205-32-0156,8/27/2011,false
Romy Slimme,306-51-6785,12/20/1971,true
Julie O' Sullivan,710-66-1042,11/10/1966,false
Abbot Cyphus,862-32-5642,10/9/1997,false
Rice Paolone,127-76-1744,10/14/1959,false
Ulberto Ivanshintsev,338-45-8654,2/7/1976,false
Giralda Chisholme,893-51-4521,11/9/1996,false
Innis Lucks,150-97-8699,8/8/1983,false
Shandie Souttar,304-56-6902,8/10/1940,true
Nobe Schout,537-25-2678,11/8/2000,false
Catharina Sowle,805-31-2710,10/12/2015,false
Fabian Yearne,733-36-6519,4/21/1983,true
Rockwell Bee,499-82-5717,5/13/2018,false
Terrye Szymanski,514-76-8868,6/13/2008,true
Remington Ettridge,371-85-2163,10/2/1986,false
Kanya Arnau,187-50-3396,9/27/1990,false
Jacquelynn Janusik,583-84-5826,1/13/2015,false
Dion Balkwill,102-28-3694,5/30/1972,false
Heidie Battyll,500-36-2518,4/2/1932,true
Jo-ann Hurtic,185-05-4942,1/14/1997,true
Alisander Dunkerly,668-89-8947,3/17/1934,true
Emlen Life,735-28-0052,5/6/1942,true
Wendie Tendahl,376-69-0471,4/11/1986,true
Chrisse Sutton,158-29-7208,12/14/1997,false
Archibald Lynam,820-95-8748,8/7/2016,true
Weider Maudett,243-97-2095,4/3/2018,true
Orlando Velasquez,520-77-9735,9/15/1947,false
Basilius Cavy,289-19-6654,2/18/1988,true
Lezlie Jandourek,305-99-9661,5/15/1998,true
Trevor Linne,159-65-8556,3/9/1988,true
Charisse Sydenham,830-20-6880,5/4/1987,true
Phylis Stango,753-31-0827,5/14/1931,false
Norry Coope,707-89-2083,5/4/1975,false
Else Parradine,396-61-7285,7/8/1953,true
Abbe Ames,817-05-9292,9/27/2018,false
Felicia Rudderham,641-96-0263,6/16/1959,false
Gunilla Charlo,842-10-9375,5/19/2012,false
Shannon Aronow,206-47-6898,12/20/1938,false
Conni Steen,102-35-4989,8/3/1977,true
Leonhard Shearer,779-62-4225,12/19/2005,false
Kenon Byrth,243-03-3189,6/13/1948,true
Reina Nilges,839-04-9902,6/30/2006,false
Raviv Salzberger,781-27-7415,6/30/2016,true
Kahaleel Mearns,446-20-7529,5/1/2018,false
Brion Bantick,192-05-5710,1/14/1984,false
Jae Gerardot,743-81-3610,3/8/1996,true
Royce Kelso,585-85-7751,3/16/1961,true
Kellen Dabner,111-23-4525,11/3/2006,false
Isabelita Dolden,160-82-1713,4/7/1969,true
Prisca Loades,191-01-9214,8/21/1951,true
Jordana Yakhin,736-88-0203,12/18/2002,false
Marigold Moxstead,512-59-3830,3/2/2016,true
Clevey Juliff,703-65-4779,10/25/1960,false
Dian Cronchey,803-86-4282,2/23/1980,false
Tedie Van den Velden,271-74-5322,10/24/1954,true
Sisely Medmore,798-93-2028,7/9/1988,true
Marigold Wingeatt,512-94-0953,8/29/1967,true
Yulma Hazlewood,222-30-4882,4/30/2010,false
Lefty McGow,382-26-0649,6/8/1961,false
Dita Verty,260-19-7963,5/23/1945,true
Jorrie Glowacki,173-25-9340,1/1/1945,true
Moira Bellin,294-40-4675,5/11/1948,true
Roldan Millhouse,779-65-8931,1/3/2014,false
Desiree Gass,706-96-1503,6/6/1953,true
Pat Keatch,368-37-4235,9/7/1952,true
Judon Como,776-91-7433,9/27/1999,false
Bev Wynter,146-52-4161,9/25/1979,false
Raddie Redley,432-19-1586,4/2/2007,false
Emmerich Cookes,164-78-4690,4/25/1955,false
Kassie Percy,262-41-8311,7/30/2004,true
Roselle Lillow,483-39-0188,1/27/1982,false
Meghann Barfford,145-31-5485,9/27/1966,true
Farra Claisse,692-33-4965,6/13/1955,true
Rois Gehrts,504-10-0348,1/3/1997,true
Syman Shutte,198-87-1548,12/17/1943,false
Lowe Bewick,533-13-3304,5/3/1978,false
Jennie Liveley,204-98-1520,8/2/1937,true
Angela Domnick,342-55-4099,10/30/1978,false
Stanislaw Jepson,289-13-2835,9/28/2018,false
Teodora Tidcomb,455-61-2236,8/6/1953,false
Sherline Tuttiett,746-38-5563,3/28/1962,true
Bobbye Wedmore.,508-74-1325,1/25/2012,false
Selma Congdon,648-22-4687,3/13/1941,false
Northrop Arnfield,396-09-8944,7/8/1971,true
Noak Cranna,447-24-8114,11/8/1988,false
Paton Masi,473-30-4675,9/3/1960,true
Glenine Dunston,102-66-3329,4/14/1952,true
Elane Fulks,721-31-4741,1/18/1994,false
Shandra Catherick,448-65-8775,7/25/1983,false
Brooks Neachell,413-24-9379,6/24/1977,false
Anastassia Tsarovic,604-46-2012,6/17/2010,false
Alfons Garrit,629-08-9447,12/29/1937,false
Adria Jillard,584-17-1120,11/16/1981,false
Candis Giacomazzo,181-52-9986,6/27/1988,true
Sheffield Sager,273-09-1415,3/16/1990,false
Joleen Lenard,532-05-1491,7/29/1996,false
Selle Vyel,776-08-2836,4/26/1986,false
Noelle McFeat,156-33-6626,2/4/1932,true
Sapphira Cullerne,392-88-0421,10/12/1952,true
Angil Abramovici,401-33-6066,8/3/2009,false
Geralda de Voiels,442-13-1468,2/28/2001,false
Henri Haeslier,340-35-7744,7/14/2001,true
Adoree Stoade,840-31-4686,6/14/1994,true
Averil Edel,664-27-3336,4/30/2007,true
Hedvige Poel,122-34-2296,7/22/1990,false
Annie Hardy,612-47-8901,6/29/1963,true
Louisa Wiltsher,594-60-1516,6/22/2000,false
Adler Belasco,787-72-7291,1/3/1983,false
Shelba Flemmich,246-04-6294,6/29/1985,false
Charles Spitell,243-76-9643,10/11/1983,false
Gage Eble,619-54-0599,2/10/1989,true
Rorke Greensall,712-13-4319,7/5/1971,true
Edwina Scamerden,612-57-8751,4/21/1985,false
Bethany Fellgett,402-36-6729,12/4/1973,false
Lolita Huffadine,603-82-2233,1/24/1972,false
Karoline Carvilla,715-78-6955,11/22/1995,false
Orbadiah Brigstock,560-77-0097,12/6/2011,false
Marven Gillbey,335-11-3512,9/29/1979,false
Freddi Muffett,387-82-5199,9/21/1979,true
Brenda Brettoner,133-34-2293,12/21/1970,false
Annabelle Haglinton,530-03-7596,3/1/1979,false
Cameron Reidshaw,467-35-3447,9/21/2013,false
Conan Rupke,634-92-9589,12/25/1952,true
Cirilo Milam,845-57-7971,7/26/1944,true
Bernete Eddington,623-40-8464,11/1/2008,false
Bruis Von Welden,278-72-5766,4/7/2009,false
Atlante Dudenie,622-74-7939,5/3/1998,true
Fayina Keay,121-14-4351,12/26/1994,true
Lynnet Burnsyde,796-70-8873,2/21/1977,true
Creight O'Kuddyhy,796-29-1093,5/30/1963,true
Arabelle Mattosoff,551-19-0402,6/2/1972,true
Gertruda Shawl,143-91-0720,12/1/1959,false
Atlante Demeter,859-86-0338,7/1/1991,true
Horatio Spires,547-82-2686,4/25/1965,false
Ethyl Ledingham,474-80-3244,1/3/1977,true
Brok Husbands,837-33-7574,1/29/1976,true
Fredrick Kingswold,233-80-8704,10/13/2000,false
Keriann Larrie,547-78-6858,6/23/1979,false
Gabriellia McGovern,829-29-4143,3/8/1993,false
Millard MacInnes,481-71-2578,7/10/1992,false
